1762	7	a	slaves brought into country
1763	10	a	aberrations originated by reasons
1764	9	a	addition caused reaction
1765	2	a	civility been topic of discussion
1766	16	a	band of berserkers
1767	0	a	bag delivered to market
1768	6	a	pigs flywith help of trampoline
1769	9	a	slugs snails cause damage
1770	0	a	soldiers targeted with katanas
1771	4	a	people are known for pottery
1772	3	a	report by company
1773	0	a	tree to returned in woods
1774	7	a	concepts exported to science
1775	5	a	editor for programmers
1776	13	a	callus obtained from seeds
1777	9	a	snowstorm caused catastrophe
1778	14	a	rye spirits
1779	9	a	glaucoma is one of causes for blindness
1780	13	a	train for departure from station
1781	0	a	bedroom filled with drugs
1782	11	a	restaurant is part of package
1783	9	a	germs of spread prevent that cause illnesses like influenza
1784	10	a	outbreak caused by virus
1785	5	a	wheelchair user
1786	15	a	deputy from pinte etienne party
1787	11	a	gates of palace
1788	17	a	agar contained in polyethylene tube
1789	13	a	flight awaiting us from removed imams st airport
1790	0	a	vagina accommodated size dilator
1791	13	a	call from cells
1792	13	a	omissions from books
1793	0	a	run of fish
1794	0	a	vehicle sales sink into muck
1795	16	a	crowd of employees
1796	0	a	rice spirits
1797	16	a	range of predictions options
1798	12	a	ear drum
1799	2	a	work of much summarised in book
1800	0	a	sky in up floating in basket
1801	2	a	standards criticised in report
1802	11	a	trunk of tree
1803	7	a	sugar poured into tea
1804	7	a	cigarettes bring into countries
1805	0	a	concerns subsidising public sector
1806	11	a	arm of dancer
1807	16	a	pitying of turtledoves
1808	7	a	award bestowed to activist
1809	17	a	pendant encloses stone
1810	9	a	drugs affect headaches nausea
1811	13	a	boy ran away from orphanage
1812	1	a	strand was devoted to theatre
1813	12	a	charge comprised of million of expenditures
1814	10	a	dissatisfaction get from laughing
1815	1	a	works in relationship
1816	6	a	administration hid with plethora of gimmicks
1817	0	a	adenosine deaminase into analog
1818	4	a	bees make into honey
1819	0	a	aluminum formed into can
1820	17	a	bottle store in bucket
1821	2	a	jobs was point of speech
1822	13	a	dog broke away from owner
1823	4	a	banker put in hotel
1824	6	a	artists carve with chisel
1825	9	a	immigrants accounted for half of growth population
1826	13	a	marmalade made of oranges
1827	10	a	damage after explosion
1828	16	a	brace of geldings
1829	13	a	cartoons originated in jyllands posten paper
1830	3	a	reproof came from chairman
1831	17	a	grenade was inside tin
1832	7	a	computers put into classroom
1833	16	a	family of restaurants
1834	12	a	computer mouse
1835	0	a	rule is subject of legal challenge
1836	16	a	panel member
1837	12	a	steppingmotor has coil
1838	0	a	style portrays crime
1839	12	a	machine contains mounted blades
1840	4	a	committee drafted document
1841	11	a	guide published on website
1842	0	a	form of platonists
1843	1	a	book created picture of identity
1844	16	a	storytelling of crows
1845	2	a	paper received review
1846	11	a	sleeve shirt
1847	0	a	committee sets inquire into misuse
1848	0	a	investigation concerning series
1849	13	a	embassy from injured
1850	7	a	fishermen pushed into reserves
1851	3	a	photograph by artist
1852	17	a	water was in cup
1853	16	a	plump of wildfowls
1854	13	a	result derived from number of cases
1855	0	a	plasma generated by discharge
1856	1	a	slides explaining nanotechnology
1857	0	a	dataset reduced from size
1858	12	a	crane arm
1859	0	a	carpenter bee
1860	7	a	surfer dropped into wave
1861	6	a	professional uses lamp
1862	0	a	world governed by laws
1863	16	a	drift of bees
1864	4	a	scribe wrote quire
1865	10	a	commission from selling
1866	12	a	document agreed includes section
1867	11	a	cream was part of dessert
1868	11	a	crater of solfatara vulcano
1869	7	a	victim pushed into cliff
1870	4	a	king issued decree
1871	2	a	judgment reported in newspapers
1872	0	a	glaucoma is group of disorders
1873	15	a	president of society
1874	9	a	unemployment of pressures lead to abuse alcoholism
1875	7	a	funds injected into struggling companies
1876	0	a	keys inside found in ignition
1877	16	a	streak of tigers
1878	16	a	gulp of cormorants
1879	12	a	master voice
1880	13	a	ship left from port
1881	6	a	debtor gets liens released for less than debt on possessions with redemption
1882	7	a	balls dropped into mud
1883	14	a	mineral oil
1884	4	a	system builds vessels
1885	11	a	lights in shop
1886	4	a	mason completed wall
1887	13	a	slapshot popped out of glove
1888	10	a	magnetic field generated by current
1889	14	a	agave nectar
1890	16	a	battery of measures
1891	9	a	species makes noise
1892	0	a	tax cuts thrown into doubt
1893	0	a	line conceived by designers
1894	1	a	book supplies with deal of material
1895	1	a	discourse concerned role
1896	9	a	unity was source of power
1897	13	a	residents of most hailed from countries
1898	3	a	scissors produced by manufacturer
1899	0	a	residents blown into lifestyle
1900	6	a	protocol copes by using randomization
1901	3	a	notes made by investigator
1902	4	a	inmates by made weapons are sawed shotguns
1903	11	a	carpet made by cutting into strips
1904	10	a	devastations caused by storm
1905	2	a	technique explained in issue
1906	6	a	process employs set of procedures
1907	1	a	chapters are devoted to relationships
1908	12	a	stent made with wire
1909	2	a	themes examined in novel
1910	2	a	crime fiction
1911	17	a	sample sealed in polyethylene bag
1912	11	a	heel of infants
1913	6	a	operator with cloth
1914	0	a	thinkers keeping by inventing ways
1915	4	a	editor improved with changes
1916	10	a	movement caused by vaccum
1917	7	a	jacks spreading into areas
1918	0	a	bar encloses harness
1919	16	a	circle of criminals
1920	16	a	circus of clowns artists
1921	9	a	bacteria responsible for breakouts
1922	16	a	harem of wives
1923	12	a	microwave has turn turntable
1924	11	a	sleeves front of sweater
1925	1	a	story in surrounds mob
1926	16	a	troop of scouts
1927	16	a	body of alumni
1928	12	a	chamber contains diaphragm
1929	0	a	poem in starts albatross
1930	12	a	fortress had gate
1931	1	a	dissertations reported on research project
1932	11	a	lobe ear
1933	14	a	ginger beer
1934	9	a	extraction caused extinction
1935	5	a	horses for dragoons
1936	6	a	listeners receive live over internet
1937	10	a	signal derived from ppg generator
1938	6	a	travel agents turning to telepresence
1939	0	a	distributions in vial
1940	10	a	seismic arrival from earthquake
1941	18	a	suitcase with cash
1942	4	a	media creates prophesy with reports
1943	7	a	commands sending malware
1944	17	a	gun smith was in suitcase
1945	10	a	trauma caused by earthquake
1946	16	a	bellowing of bullfinches
1947	9	a	fog caused cancellation
1948	11	a	stern continued settle as cruiser
1949	7	a	genes inserted into stem cells
1950	17	a	device contained in jiffy bag
1951	16	a	crowd of candidates
1952	0	a	party hid with view
1953	3	a	habitat created by government
1954	4	a	crew dug trench
1955	18	a	bottle with lizards
1956	0	a	issues facing immigrants
1957	7	a	explorer journeyed into region
1958	0	a	court directed decide issue raised by petitioner
1959	16	a	panel of referees
1960	12	a	broom stick
1961	16	a	bill of particulars
1962	12	a	pug has under chin
1963	0	a	quench starts at cross section
1964	13	a	journalist equipped ard television
1965	0	a	cream made by hand
1966	13	a	ruins from ago years
1967	0	a	user cooling processor with usage
1968	7	a	effluent into lake
1969	1	a	e mails sending remind customers about abandoned items
1970	9	a	tsunami resulted in damage
1971	18	a	suitcase found with passports
1972	0	a	president made taxes
1973	6	a	student creates forms using program
1974	7	a	memory card placed into phone
1975	13	a	cricketers eluded from team
1976	17	a	spread found in sack
1977	1	a	speeches were on subject of relationship
1978	16	a	brood of vipers
1979	3	a	craters created by morasko meteorite
1980	7	a	stent inserted into artery
1981	1	a	publication has connection to project
1982	10	a	anger radiating from city
1983	12	a	farm comprises turbines
1984	11	a	indicator of transmitter
1985	0	a	pile of junk
1986	10	a	destruction caused by waves
1987	1	a	chapter is cautious organised around themes
1988	16	a	sounder of pigs
1989	11	a	switchboard in engine
1990	7	a	wave crests blown into froth
1991	1	a	workshop factors
1992	6	a	party hitler used propaganda
1993	12	a	birds with tails
1994	0	a	thinking by scribe
1995	3	a	marshmallow maker
1996	15	a	head of team
1997	0	a	nations carried into prosperity
1998	17	a	nitric oxide contained in gold plated cylinder
1999	0	a	horseshoes making was part of life of blacksmith
2000	10	a	screaming heard lapse
2001	16	a	communion of leaders
2002	11	a	department recognized as one of departments of business
2003	13	a	sergeant got from car
2004	9	a	drugs related to disease
2005	2	a	book in is character
2006	6	a	unions threaten with walkout
2007	0	a	hive of bees
2008	7	a	peasant in cask
2009	0	a	varieties grown by peasants
2010	11	a	padlock of chain
2011	11	a	bow of points vessel
2012	17	a	cells were in box
2013	7	a	pepper added to salad
2014	9	a	criminals caused entered fire
2015	0	a	views reflected in designs
2016	18	a	basket holds ears
2017	14	a	eucharist is source of mission
2018	13	a	recipe from magazine
2019	11	a	crown of tree
2020	0	a	society of ages
2021	18	a	pack of cigarettes
2022	7	a	fluids given to patients
2023	3	a	secretions produced by cells
2024	17	a	tablets were in box
2025	18	a	suitcase with clothes
2026	11	a	anchor connect to vessel
2027	14	a	potato leek soup
2028	17	a	body discovered inside cupboard
2029	3	a	kilns founded by nunami potter
2030	0	a	ear cup
2031	7	a	campers journeyed into wilderness
2032	7	a	team moving into cave
2033	13	a	beam arrives from side
2034	16	a	drove of cattle
2035	0	a	pilot flying with geese
2036	16	a	cloud of shrieking bats
2037	2	a	initiative outlined in speech
2038	17	a	poem printed enclosed in certificate holder
2039	3	a	letter by president
2040	7	a	passion poured into lover
2041	0	a	deed drawn by public
2042	16	a	chorus of boys
2043	16	a	flotilla of boats
2044	6	a	shooter assembles charge with caps
2045	18	a	toilet filled with waste
2046	9	a	lorry caused delays
2047	9	a	viruses are illness
2048	13	a	chocolate made of butter cocoa paste
2049	1	a	list highlighted talent
2050	7	a	ashes placed in pit
2051	12	a	door locks with bar
2052	18	a	house was full of items
2053	11	a	door enclosed chamber
2054	11	a	passages inside monastery
2055	13	a	stars of some left course
2056	0	a	future thrown into disarray
2057	1	a	plans take needs
2058	7	a	speeches delivered to public
2059	0	a	mechanism silencing rna manipulated as tool for down regulation
2060	3	a	raisin factory
2061	0	a	wife given work
2062	7	a	meeting rescheduled to next month
2063	6	a	craftsman bought iron
2064	6	a	hermit demonstrates prowess with bow
2065	3	a	piles in stacked by dealers
2066	0	a	multiword concepts in treated as single words
2067	17	a	jewelry locked in safe
2068	0	a	uncle liberated auschwitz with uncle
2069	16	a	confederation of species
2070	10	a	emissions of 92 caused by lorries
2071	7	a	flights to countries
2072	7	a	variable moving into axis
2073	18	a	suitcase with bones
2074	4	a	shadows caused by sun
2075	10	a	erosion caused by hydraulic mining
2076	7	a	fingerlings released into lake
2077	0	a	player drew ace
2078	3	a	idea put by number of archaeologists
2079	7	a	suspect placed in patrol car
2080	7	a	cream put in churn
2081	12	a	knife blade
2082	1	a	tale makes point be risk
2083	13	a	voltage derived from source
2084	16	a	sect of heretics
2085	0	a	infant born in condition
2086	3	a	brickwork is masonry produced by bricklayer
2087	2	a	point discussed in legal battles
2088	9	a	shortage cause anemia
2089	3	a	creation of intellectuals
2090	7	a	technologies arriving into enterprise
2091	13	a	plane deiced far from runway
2092	0	a	curbs of sidewalks
2093	9	a	snow lead to spill
2094	16	a	clump of trees
2095	12	a	wind pried with fingers
2096	9	a	buss signal
2097	12	a	brake cable
2098	11	a	rudders in boats
2099	10	a	grief to attributed from miscarriage
2100	0	a	sign denoting route number
2101	16	a	cohort of authors
2102	4	a	parties resolved through decree
2103	9	a	biography establishing credentials
2104	11	a	shelves in supermarket
2105	12	a	dossier provided account
2106	16	a	pod of seals
2107	16	a	conspiracy eating ravens
2108	7	a	airmen ran into chief
2109	0	a	defendants took diminished capacity
2110	6	a	participant by adjusted using attenuator
2111	1	a	panel considers impact
2112	1	a	discussion of heart at was crisis
2113	0	a	man journeyed into studies
2114	17	a	painting was in crate
2115	4	a	builder targeted with product
2116	10	a	smoke caused by burning
2117	13	a	writing is from ago years
2118	0	a	gold bracelet
2119	17	a	note tucked inside ziplock bag
2120	0	a	candle wicks
2121	18	a	defects filled with granules
2122	3	a	book of cover decorated in darmstadt written illuminated by scribe
2123	0	a	removal duplicate done start wizard
2124	10	a	recession caused by stock bubble
2125	17	a	oil contained in tank
2126	17	a	brain in vat
2127	6	a	mother bakes in dish
2128	7	a	citizenship awarded to immigrant
2129	1	a	documentary detailing stages
2130	0	a	undulation of hills
2131	7	a	pups released back into wild
2132	18	a	bottle full of flowing goo
2133	10	a	sizzle comes from bill
2134	11	a	strings of squash
2135	11	a	arm of machine
2136	13	a	evidence comes from orbiter
2137	11	a	rig of ship
2138	10	a	emergency caused by landslide
2139	10	a	losses caused by earthquake
2140	7	a	tiger moving into territory
2141	7	a	grant given to school
2142	2	a	position criticized in literature
2143	9	a	tsunami disaster
2144	9	a	violence resulted in death
2145	16	a	crowd of reasons
2146	7	a	train ran into cattle
2147	6	a	engineer scale
2148	10	a	discomfort from braces
2149	10	a	fire caused by costs fireworks
2150	4	a	workers build comb
2151	5	a	stories used by scientists
2152	7	a	tube placed inside furnace
2153	16	a	ring of dames
2154	10	a	preservation ensuring through cooling
2155	12	a	sewer grate
2156	14	a	origin of script
2157	10	a	light caused by missile
2158	9	a	scandal resulted in resignation
2159	7	a	watermarks added into file
2160	1	a	discussion of course in pointed seem class people
2161	3	a	scrawl by artist
2162	6	a	passengers of many took shuttle
2163	15	a	deputy from party
2164	10	a	bed sores known caused by pressure
2165	6	a	driver wins race with car
2166	1	a	section of aim is review of clinical aspects
2167	4	a	farmer erected disguise
2168	16	a	nursery of raccoons
2169	7	a	fat migrated into chocolate
2170	9	a	presentation generated debate
2171	11	a	stick of bow
2172	14	a	soy flour
2173	4	a	clothier makes garments
2174	11	a	shelf of refrigerator
2175	16	a	array of hedgehogs
2176	16	a	cache of jewels
2177	6	a	dentists use sedation
2178	9	a	insoles caused spot
2179	7	a	chip implanted into pet
2180	17	a	weapon hidden in appears be mobile phone
2181	0	a	sponsorship related to activities corporate image
2182	13	a	excerpt was part of article
2183	9	a	cities produce emissions
2184	0	a	village put statue
2185	18	a	bottle with fentermine
2186	0	a	pepper is cure for ulcers
2187	5	a	stethoscope lets hear doctor
2188	7	a	temperature waves flowing into desert
2189	13	a	soul left body
2190	17	a	butter of supply was in jar
2191	1	a	film concerned with problems
2192	7	a	disk into disk drive
2193	11	a	handgrip of gun
2194	7	a	tourist taking into jungle
2195	1	a	speech addressing threat
2196	5	a	software lets associate teleworker
2197	10	a	outbreaks caused by virus
2198	6	a	group tried through task
2199	0	a	jumper drawn by ox
2200	10	a	alternators generate electricity
2201	16	a	lounge of lizards
2202	11	a	shelf of refrigerator
2203	0	a	grandmother chopped liver
2204	13	a	milk delivered from dairy
2205	10	a	deaths of many caused by physician
2206	11	a	stem of tree
2207	11	a	key of mouse
2208	16	a	hailstorm of gunships
2209	11	a	nostrils opened in nose
2210	18	a	bottle bring with water
2211	15	a	card deck
2212	7	a	pamphlet put inside binder
2213	18	a	suitcase opened with tracts
2214	0	a	cattle herding on farm
2215	7	a	message placing in capsule
2216	0	a	plans outlined for farm
2217	0	a	universities entered in collaboration
2218	4	a	female digs using nest
2219	11	a	strings of bow
2220	12	a	recogniser works with vocabulary
2221	11	a	strands of mop
2222	0	a	owner thought beverage created cure
2223	7	a	marks inserted into heap profiling output
2224	0	a	actress went into cardiac arrest
2225	0	a	rides leave from harbour
2226	16	a	confederacy of republics
2227	16	a	wad of bank notes
2228	7	a	customs moved into culture
2229	4	a	girl started blog
2230	17	a	stamp was inside box
2231	16	a	zoo of animals
2232	16	a	husk of hares
2233	12	a	car had seat belts
2234	5	a	pliers belong to electrician
2235	0	a	book is product of journey
2236	3	a	report by committee
2237	7	a	guns flow into country
2238	12	a	layout comprises computer displays
2239	1	a	report of remainder had relation to payment
2240	16	a	parcel of birds
2241	16	a	string of pack ponies
2242	15	a	striker of team
2243	16	a	clique of renegades
2244	4	a	factory for cars
2245	7	a	software shipped to distributors
2246	16	a	herd of boars
2247	0	a	screw in chuck
2248	13	a	boat left shore
2249	6	a	therapist found with program
2250	0	a	defendant acting from computer
2251	1	a	newspaper keeps residents informed on events
2252	6	a	beam forms using valve
2253	3	a	music composed by musician
2254	10	a	smoke from fires
2255	7	a	aliens travel to space
2256	6	a	user cooling using heatsink
2257	10	a	increase caused by absorption
2258	17	a	cutlery hold in drawer
2259	0	a	drug addict sent into hibernation
2260	16	a	devision of archers
2261	11	a	cover of magazine
2262	13	a	intelligence gained from materials litter
2263	4	a	company drawn proposals
2264	7	a	penny put into machines
2265	1	a	texts made reference to civilisation
2266	10	a	coughing from allergies
2267	17	a	chai was in glass
2268	7	a	devices added into upcoming phones
2269	17	a	ingredients in basket
2270	12	a	device consisting of fixed moving parts
2271	1	a	literature in discussed solved problems
2272	11	a	valve of tank
2273	6	a	authors use control
2274	7	a	doses shipped to states
2275	17	a	ferrets in show sack
2276	13	a	artists from seasons
2277	7	a	urine drained into bag
2278	0	a	happiness towards step is after depression
2279	17	a	suitcase was inside suitcase
2280	0	a	friends are familiar with obsession
2281	4	a	plants producing salmon
2282	0	a	charges originated in blackmail
2283	12	a	album cover
2284	7	a	audiences dragged into sessions
2285	11	a	hull of vessel
2286	7	a	passenger placed into room
2287	17	a	wallet locked in safe
2288	11	a	plates is part of mechanism
2289	6	a	outfielder glove
2290	5	a	electricity used for operations
2291	7	a	tube put inside magnet
2292	10	a	damage of most caused by winds seas
2293	0	a	radiology is branch deals with study of imaging technology
2294	10	a	disasters caused by change
2295	3	a	masterpiece by novelist
2296	17	a	ball placing in basket
2297	0	a	company of butchers
2298	16	a	house composed of representatives
2299	14	a	strawberry syrup
2300	10	a	devastations caused by storms
2301	3	a	truck improvised by maker
2302	16	a	psittacosis of parrots
2303	3	a	book by survivor
2304	0	a	harness was in chest
2305	13	a	drug release from microcapsules
2306	4	a	singer issued statement
2307	0	a	realm unleashes spirits
2308	15	a	chairman of political party
2309	4	a	butcher sausage
2310	11	a	servomotor driven arm
2311	0	a	stream erosion
2312	3	a	film writer wiseau director
2313	1	a	thesis supplied background information
2314	2	a	career summarised in biography
2315	1	a	collections illustrate archeology natural history
2316	10	a	outbreaks caused by virus
2317	11	a	ring folder
2318	6	a	operator manipulates stick
2319	12	a	belly buttons
2320	16	a	squad of rivals
2321	2	a	results presented in report
2322	1	a	programmes explored games
2323	13	a	passengers leaving airport
2324	10	a	compromise resolved through series of negotiations
2325	0	a	men work inside caisson
2326	14	a	teacher is source of information
2327	16	a	huddle of ideas
2328	18	a	suitcase full of cocaine
2329	13	a	man absconded from hospital
2330	7	a	religion spreading into country
2331	1	a	book approaches painting
2332	13	a	packet phase arrived from gateway
2333	7	a	infant placed in cradle
2334	6	a	nurse wields scalpel
2335	7	a	mosquitoes spreading into places
2336	4	a	factory cars
2337	18	a	bathtub was full of books
2338	1	a	speech in guoxiang pointed is competition
2339	17	a	bag diameter of bag into loaded contained in sheath
2340	12	a	candle in is needs wick
2341	7	a	combustibles dropped to bunker
2342	17	a	fetus found in box
2343	0	a	author departs from explanation
2344	14	a	people was source of powers
2345	11	a	rotors of mixer
2346	0	a	band performs with level of energy musicality
2347	17	a	glass bottle contained in wire mesh basket
2348	5	a	installation powered motor
2349	16	a	sect of heretics
2350	0	a	process builds features
2351	6	a	farmer toils plow with hand cultivator
2352	1	a	course explained phenomena
2353	12	a	flat has sky bathrooms
2354	15	a	fish gather in shoal
2355	0	a	factory in works for hours
2356	16	a	cache of weapons arms
2357	0	a	work rooted in effort
2358	13	a	emails leaked from scientists
2359	0	a	burner works with combination of herbs
2360	0	a	technology writer
2361	11	a	hinges of refrigerator
2362	10	a	steam produced by heat
2363	16	a	array of colors
2364	0	a	problem requires solution
2365	0	a	assemblies of size grows substrate interface
2366	7	a	visitors takes into suborbital space
2367	16	a	kennel of dogs
2368	16	a	squad of policemen
2369	14	a	rice spirits
2370	6	a	software creates pictures using algorithms
2371	9	a	autonomic imbalance is one of causes of hypertension
2372	6	a	gunners tore shreds with weapons
2373	4	a	folder of planes
2374	1	a	exhibition explores ideas
2375	0	a	identity takes in movement
2376	1	a	judgements make regarding value
2377	11	a	shank of shoe
2378	12	a	book titles
2379	1	a	discussion centered around issue
2380	16	a	cloud of gnats
2381	10	a	hum of refrigerator
2382	15	a	keeper of role in team
2383	3	a	knitwear produced by company
2384	13	a	pea got from under mattress
2385	0	a	output running into barriers
2386	9	a	acid cause stress adhesion
2387	7	a	material imported into mitochondria
2388	7	a	steroids inject into muscles
2389	0	a	sky enclosed in dome
2390	7	a	case moved into civilian courts
2391	1	a	story of teenager
2392	1	a	standards defining formats
2393	16	a	range of papers
2394	13	a	cancer of origin is from cell
2395	16	a	nest of snakes
2396	1	a	theory explained mountains
2397	12	a	cutter has staysail
2398	17	a	mint julep was in glass
2399	7	a	radiation leaked into soil
2400	6	a	worker with cigarette
2401	18	a	bottle with re hydration tablets
2402	7	a	file dropped into folder
2403	9	a	cigarettes cause headaches nausea
2404	15	a	hypothesis stack
2405	0	a	visas for travel
2406	6	a	doctor cured with massage
2407	13	a	burglar escaped from prison
2408	0	a	dowel rod
2409	7	a	gallon put into cart
2410	16	a	confederacy of lineages
2411	1	a	legend tells of man
2412	2	a	policy considered at meeting
2413	15	a	billionaires make rich list
2414	12	a	freshener constructed from parts
2415	11	a	wheels of truck
2416	7	a	coins throw into fountain
2417	6	a	military uses sandbags
2418	7	a	prophet put into cell
2419	11	a	isle of store
2420	9	a	clock plays melody
2421	0	a	technology manufacturer
2422	10	a	militancy stemmed from kinds of experiences
2423	17	a	computer chip enclosed in steel case
2424	6	a	electrician injured with end
2425	17	a	mixes were in box
2426	0	a	publication supported by grant
2427	12	a	motor has coil
2428	16	a	confederation of conation aspects
2429	11	a	skin of fingers
2430	13	a	plane took from runway
2431	10	a	pollution from factories
2432	16	a	chain of ponds
2433	0	a	team finished season
2434	7	a	aircraft landing into sea
2435	12	a	area comprised of villages
2436	0	a	achievements proved be talking point
2437	0	a	combination of circumstances
2438	10	a	harm produced by treatment
2439	12	a	fish with lungs
2440	1	a	chapter devoted architecture
2441	10	a	acne caused by clogging
2442	16	a	list of patents
2443	13	a	crowd ran away from theatre
2444	6	a	military provoking liberate after region with bombs
2445	2	a	therapy depicted in books fictional films
2446	11	a	muscularis of stomach
2447	12	a	headphone cords
2448	16	a	pile of books
2449	0	a	bond of agents
2450	16	a	confederation of cantons
2451	12	a	table summarises results
2452	9	a	motor makes sound
2453	0	a	man discovered inside buffer
2454	1	a	rules involve guidelines
2455	13	a	evidence from ago weeks
2456	1	a	book discusses human history
2457	11	a	walls of microwave
2458	11	a	spring of gravimeter
2459	0	a	fort in woods
2460	7	a	substance placed in capsule
2461	16	a	leap of leopards
2462	13	a	appellant left house
2463	7	a	people journeyed into mountain
2464	0	a	sort used for drilling
2465	3	a	metaphor coined by economist
2466	18	a	garbage bag full of clothes
2467	3	a	lines from pen of poet
2468	16	a	army of caterpillars
2469	10	a	fluctuations caused by distance taxes
2470	3	a	book by friend
2471	7	a	balances imported into accounting
2472	7	a	information leaked to public
2473	10	a	rabies caused by virus
2474	18	a	hamper was chocolates biscuits
2475	4	a	family manufactured range of brushes
2476	10	a	accident caused by fog
2477	11	a	halls of building
2478	9	a	injury resulted in operations
2479	16	a	flight of cormorants
2480	7	a	mail off dropped into mailbox
2481	18	a	suitcase full of beer
2482	13	a	emperor left room
2483	13	a	fountain removed from location
2484	0	a	lobster was full of flavor
2485	12	a	can made with pieces body
2486	0	a	mistress fries passing rashers
2487	0	a	majority of workers
2488	17	a	crabmeat was in can
2489	0	a	studies conducted with regard to phenomena
2490	3	a	message voters
2491	6	a	buyer adjusted with spoon
2492	6	a	four stopped made with cups candles
2493	11	a	areas of store
2494	10	a	imbalance caused by tax cuts
2495	10	a	wildfires of percent caused by humans
2496	0	a	fairness put into copyright use
2497	7	a	poison going into vessels
2498	0	a	concern about economy
2499	16	a	den of snakes
2500	7	a	letter stuffed into pocket
2501	0	a	quota extended from weeks
2502	11	a	bore of trumpet
2503	13	a	pictures from ago weeks
2504	0	a	steps down sliding in basket
2505	13	a	man ran away from beach
2506	11	a	snout of shark
2507	0	a	information in environment
2508	2	a	case examined in books
2509	13	a	arsenic originated in coatings
2510	1	a	speech devoted to affairs
2511	11	a	hold of vessel
2512	6	a	surgeon performs using microscope
2513	0	a	dioceses dealt with allegations
2514	3	a	engine is builds plant
2515	7	a	brother entered room
2516	16	a	stud of mares
2517	10	a	fever prevent from dehydration
2518	6	a	system scaled by modulating muscles
2519	1	a	book traces history
2520	16	a	ratpack of thieves
2521	0	a	galaxy of events
2522	1	a	movie is depiction of hours
2523	11	a	piles supporting pier
2524	3	a	scissors made by guy
2525	13	a	plane taxies from runway
2526	7	a	wine brought to restaurant
2527	16	a	menage of natives
2528	11	a	floor of building
2529	12	a	newspaper consists of number of words
2530	6	a	worker with mallet
2531	7	a	supernatant removed into tube
2532	9	a	disease causes treated blindness
2533	9	a	heat caused discoloration
2534	9	a	heroin of understanding intoxication for tests for treatments to led cause dependence withdrawal
2535	0	a	actress dragged into chaos
2536	12	a	mill carves with tool
2537	0	a	convocation of academicians
2538	10	a	shrinkage from washing
2539	11	a	hoof with scrapes reindeer
2540	4	a	fiancee watching before completed message
2541	12	a	system contains refrigerant under pressure rotating connections parts
2542	1	a	portraits give introduction to women
2543	12	a	machine processes using pump
2544	16	a	rain of meteorites
2545	13	a	water distilled from solution
2546	16	a	fall of woodcocks
2547	10	a	conflicts of some arose from development
2548	15	a	goal keeper of role in team
2549	11	a	bell of trumpet
2550	17	a	animal was in crate
2551	10	a	disruption caused by terrorist
2552	3	a	wheeze from people
2553	16	a	covey of quail
2554	1	a	charts comparing properties
2555	0	a	diffusers of design over protest of subject by teams
2556	4	a	farmer produces ale
2557	16	a	parliament of owls
2558	13	a	tungsten evaporated from filament
2559	13	a	duckling runs away from farm
2560	11	a	slopes of vulcano
2561	6	a	diner relaxes with delight
2562	1	a	speech kennedy during focused on domestic issues
2563	11	a	member of device
2564	7	a	carrier polymers migrating into organs
2565	0	a	exemption applies to goods
2566	16	a	unit of swordsmen
2567	0	a	nun fulfills with kiss
2568	4	a	builder completed townhouse
2569	11	a	sink was in stand
2570	12	a	broadside of shells
2571	4	a	person makes will
2572	7	a	signals send to nerve cells
2573	7	a	letter delivered to office
2574	0	a	company landed into controversies
2575	10	a	invasions triggered by destruction
2576	15	a	opinions fallen into groups
2577	11	a	flapper of closure
2578	16	a	stand of plovers
2579	1	a	papers approach issue
2580	0	a	return by mail
2581	0	a	couple made friends
2582	7	a	cache placed in cavity
2583	13	a	generation at stage
2584	7	a	stems poured into trays
2585	4	a	modelmakers create models
2586	4	a	band constructed epic
2587	13	a	excitement comes from direction
2588	7	a	iron dumped into ocean
2589	0	a	sorority of choice
2590	10	a	floods in are after rain
2591	3	a	message generated by sender
2592	1	a	talk of gist was need
2593	7	a	revenues drained into programs
2594	4	a	factory repertoire expanded include workwear clothing
2595	10	a	fraud of percent caused by banks institutions
2596	2	a	activities discussed in section
2597	7	a	membrane spooled inside canister
2598	1	a	courses covering range of topics as astronomy languages
2599	4	a	scientist invention
2600	3	a	report by mission
2601	18	a	bottle with iodine crystals
2602	1	a	criticism directed at storyline
2603	1	a	course of goal was introduce to computer programming
2604	5	a	terminal for programmer
2605	9	a	pollution causes illness rain acid smog
2606	16	a	visitors including waterbirds
2607	7	a	concrete poured into hull
2608	14	a	strawberry sauce
2609	3	a	school known by disciples
2610	7	a	islands sinking into sea
2611	0	a	scrimmage of agendas
2612	10	a	attacks caused by fear
2613	7	a	crew journeyed into haunted locations
2614	1	a	film clip about knife crime
2615	0	a	pay dispute
2616	4	a	husband made bear
2617	1	a	sports broadcast reports on going events
2618	0	a	studies supplied details
2619	10	a	bang caused by collision
2620	9	a	increase caused strain
2621	3	a	report by arm
2622	16	a	orchard of pears apples
2623	16	a	proletariat consisting of citizens
2624	0	a	credit card bill approaching limits
2625	4	a	railroad dug here well
2626	1	a	introduction supplies background
2627	10	a	lymphomas caused by proliferation
2628	10	a	acne caused by infections
2629	16	a	knot of bankers lawyers
2630	13	a	emission originates from ring
2631	16	a	harem of seals
2632	16	a	federation of companies
2633	10	a	fever from vaccines
2634	14	a	wheat liquor
2635	0	a	inventor of technology
2636	0	a	creation by critics
2637	9	a	storm caused amount of damage
2638	0	a	shaft for bow
